# element i xi w x mat
0 136 0.36085957046621309 0.0022201243412703396 1.0206446778496598 1e-08
0 137 0.36377505548092592 0.0021398837700577029 1.0228312916106945 1e-08
0 138 0.36653151215089419 0.0019823029616601916 1.0248986341131707 1e-08
0 139 0.36902931631879132 0.001753077993944262 1.0267719872390937 1e-08
0 140 0.3711781938805469 0.001460495756900789 1.0283836454104103 1e-08
0 141 0.37290048753730992 0.0011151388087792147 1.0296753656529825 1e-08
0 142 0.37413398473551929 0.00072953348365603122 1.0306004885516395 1e-08
0 143 0.37483438960924453 0.00031819288373149219 1.0311257922069335 1e-08
0 144 0.37566244156302186 0.0012727715349259688 1.0317468311722664 1e-08
0 145 0.37846406105792296 0.0029181339346241249 1.0338480457934422 1e-08
0 146 0.38339804985076054 0.0044605552351168589 1.0375485373880704 1e-08
0 147 0.39028722447781228 0.0058419830276031561 1.0427154183583591 1e-08
0 148 0.39888273472483482 0.0070123119757770479 1.0491620510436261 1e-08
0 149 0.4088739513964233 0.0079292118466407664 1.0566554635473175 1e-08
0 150 0.4198997780762963 0.0085595350802308116 1.0649248335572223 1e-08
0 151 0.43156171813514765 0.0088804973650813586 1.0736712886013606 1e-08
0 152 0.44343828186485235 0.0088804973650813586 1.0825787113986394 1e-08
0 153 0.4551002219237037 0.0085595350802308116 1.0913251664427777 1e-08
0 154 0.4661260486035767 0.0079292118466407664 1.0995945364526825 1e-08
0 155 0.47611726527516529 0.0070123119757770479 1.1070879489563739 1e-08
0 156 0.48471277552218772 0.0058419830276031561 1.1135345816416409 1e-08
0 157 0.49160195014923952 0.0044605552351168589 1.1187014626119296 1e-08
0 158 0.49653593894207704 0.0029181339346241249 1.1224019542065578 1e-08
0 159 0.49933755843697814 0.0012727715349259688 1.1245031688277336 1e-08
0 160 0.50264976625208746 0.0050910861397038751 1.1269873246890656 1e-08
0 161 0.51385624423169185 0.0116725357384965 1.135392183173769 1e-08
0 162 0.53359219940304214 0.017842220940467435 1.1501941495522816 1e-08
0 163 0.56114889791124933 0.023367932110412624 1.1708616734334369 1e-08
0 164 0.59553093889933906 0.028049247903108192 1.1966482041745043 1e-08
0 165 0.63549580558569319 0.031716847386563066 1.2266218541892699 1e-08
0 166 0.67959911230518522 0.034238140320923247 1.2596993342288889 1e-08
0 167 0.72624687254059062 0.035521989460325434 1.294685154405443 1e-08
0 168 0.77375312745940938 0.035521989460325434 1.330314845594557 1e-08
0 169 0.82040088769481478 0.034238140320923247 1.3653006657711111 1e-08
0 170 0.86450419441430681 0.031716847386563066 1.3983781458107301 1e-08
0 171 0.90446906110066094 0.028049247903108192 1.4283517958254957 1e-08
0 172 0.93885110208875078 0.023367932110412624 1.4541383265665631 1e-08
0 173 0.96640780059695797 0.017842220940467435 1.4748058504477184 1e-08
0 174 0.98614375576830815 0.0116725357384965 1.489607816826231 1e-08
0 175 0.99735023374791254 0.0050910861397038751 1.4980126753109344 1e-08
1 0 -0.99470046749582497 0.01018217227940775 1.5039746493781314 1e-08
1 1 -0.9722875115366163 0.023345071476992999 1.5207843663475378 1e-08
1 2 -0.93281560119391593 0.035684441880934871 1.5503882991045632 1e-08
1 3 -0.87770220417750155 0.046735864220825249 1.5917233468668739 1e-08
1 4 -0.80893812220132189 0.056098495806216384 1.6432964083490085 1e-08
1 5 -0.72900838882861374 0.063433694773126131 1.7032437083785394 1e-08
1 6 -0.64080177538962946 0.068476280641846493 1.769398668457778 1e-08
1 7 -0.54750625491881877 0.071043978920650869 1.8393703088108859 1e-08
1 8 -0.45249374508118129 0.071043978920650869 1.9106296911891141 1e-08
1 9 -0.35919822461037054 0.068476280641846493 1.980601331542222 1e-08
1 10 -0.27099161117138626 0.063433694773126131 2.0467562916214606 1e-08
1 11 -0.19106187779867817 0.056098495806216384 2.1067035916509913 1e-08
1 12 -0.1222977958224985 0.046735864220825249 2.1582766531331261 1e-08
1 13 -0.067184398806084122 0.035684441880934871 2.1996117008954368 1e-08
1 14 -0.0277124884633837 0.023345071476992999 2.229215633652462 1e-08
1 15 -0.0052995325041750307 0.01018217227940775 2.2460253506218688 1e-08
1 16 0.00033122078151093942 0.00063638576746298438 2.2502484155861331 1e-08
1 17 0.0017320305289614812 0.0014590669673120624 2.2512990228967213 1e-08
1 18 0.0041990249253802577 0.0022302776175584294 2.2531492686940351 1e-08
1 19 0.0076436122389061563 0.0029209915138015781 2.2557327091791795 1e-08
1 20 0.011941367362417386 0.003506155987888524 2.2589560255218131 1e-08
1 21 0.016936975698211641 0.0039646059233203832 2.2627027317736585 1e-08
1 22 0.022449889038148159 0.0042797675401154058 2.2668374167786114 1e-08
1 23 0.02828085906757383 0.0044402486825406793 2.2712106443006803 1e-08
1 24 0.034219140932426173 0.0044402486825406793 2.2756643556993197 1e-08
1 25 0.040050110961851841 0.0042797675401154058 2.2800375832213886 1e-08
1 26 0.045563024301788359 0.0039646059233203832 2.2841722682263415 1e-08
1 27 0.050558632637582618 0.003506155987888524 2.2879189744781869 1e-08
1 28 0.054856387761093847 0.0029209915138015781 2.2911422908208205 1e-08
1 29 0.058300975074619746 0.0022302776175584294 2.2937257313059649 1e-08
1 30 0.060767969471038519 0.0014590669673120624 2.2955759771032787 1e-08
1 31 0.062168779218489061 0.00063638576746298438 2.2966265844138669 1e-08
1 32 0.062665610390755466 0.00031819288373149219 2.2969992077930668 1e-08
1 33 0.063366015264480741 0.00072953348365603122 2.2975245114483607 1e-08
1 34 0.064599512462690134 0.0011151388087792147 2.2984496343470173 1e-08
1 35 0.066321806119453083 0.001460495756900789 2.2997413545895897 1e-08
1 36 0.068470683681208705 0.001753077993944262 2.3013530127609068 1e-08
1 37 0.070968487849105824 0.0019823029616601916 2.3032263658868297 1e-08
1 38 0.073724944519074076 0.0021398837700577029 2.3052937083893053 1e-08
1 39 0.076640429533786913 0.0022201243412703396 2.3074803221503402 1e-08
1 40 0.079609570466213087 0.0022201243412703396 2.3097071778496598 1e-08
1 41 0.082525055480925924 0.0021398837700577029 2.3118937916106947 1e-08
1 42 0.08528151215089419 0.0019823029616601916 2.3139611341131707 1e-08
1 43 0.087779316318791309 0.001753077993944262 2.3158344872390932 1e-08
